step,time_hr,choke_prev,choke_chosen,delta_u,target_Q,predicted_Q,predicted_WHP,predicted_FLP,predicted_BHP,measured_Q,measured_WHP,measured_FLP,measured_BHP,tracking_error,cost_chosen,n_candidates_evaluated,n_candidates_rejected_hard,reason,rejected_summary
51,51.0,100.0,100.0,0.0,300.0,176.8068220189724,288.46250701846475,178.3041931744978,2341.490997346265,174.92877675679216,290.6298005604475,179.98546094254388,2345.848877663852,-123.19317798102759,14447.14476477607,6,0,"TRACKING CORRECTION: err=-123.2 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=176.8 bbl/hr. WHP=288.5, FLP=178.3, BHP=2341.5 psi.",none
52,52.0,100.0,100.0,0.0,300.0,178.44309715489806,287.8613238380593,178.4059050511012,2344.9674728276505,176.84911881682112,289.85428330714956,180.11907991756286,2349.865496170741,-121.55690284510194,14056.4791233683,6,0,"TRACKING CORRECTION: err=-121.6 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=178.4 bbl/hr. WHP=287.9, FLP=178.4, BHP=2345.0 psi.",none
53,53.0,100.0,100.0,0.0,300.0,177.07167109086635,289.2848908047391,178.28317069406643,2334.885570551918,175.23960517503974,291.69066326565195,179.957843692903,2338.217159951433,-122.92832890913365,14383.55115996041,6,0,"TRACKING CORRECTION: err=-122.9 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=177.1 bbl/hr. WHP=289.3, FLP=178.3, BHP=2334.9 psi.",none
54,54.0,100.0,100.0,0.0,300.0,176.41432291485324,286.97325615326986,178.6986751103584,2343.8481870839078,174.46813751488537,288.7086893615802,180.50369218252706,2348.5723060254677,-123.58567708514676,14541.634481732186,6,0,"TRACKING CORRECTION: err=-123.6 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=176.4 bbl/hr. WHP=287.0, FLP=178.7, BHP=2343.8 psi.",none
55,55.0,100.0,100.0,0.0,300.0,177.19783584677555,288.13771073856697,177.95254540336296,2347.3667357930426,175.38767286973624,290.2108182484376,179.52350097959913,2352.637534714171,-122.80216415322445,14353.317494598652,6,0,"TRACKING CORRECTION: err=-122.8 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=177.2 bbl/hr. WHP=288.1, FLP=178.0, BHP=2347.4 psi.",none
56,56.0,100.0,100.0,0.0,300.0,176.66358681658596,286.8642959077773,177.26389540378625,2342.0204168697774,174.76067508637,288.5681322850398,178.61882091505706,2346.4605535601536,-123.33641318341404,14481.647367201005,6,0,"TRACKING CORRECTION: err=-123.3 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=176.7 bbl/hr. WHP=286.9, FLP=177.3, BHP=2342.0 psi.",none
57,57.0,100.0,100.0,0.0,300.0,175.07444725066551,287.9068341935937,178.44888080391323,2341.3674685836595,172.8956516067051,289.9129909807355,180.17553719898538,2345.7061561297373,-124.92555274933449,14866.579615991726,6,0,"TRACKING CORRECTION: err=-124.9 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=175.1 bbl/hr. WHP=287.9, FLP=178.4, BHP=2341.4 psi.",none
58,58.0,100.0,100.0,0.0,300.0,175.2757554840013,286.8860667098587,178.9225393250238,2344.422910925719,173.13190812556135,288.5962162920156,180.79778278340797,2349.236325211488,-124.72424451599869,14817.511280584204,6,0,"TRACKING CORRECTION: err=-124.7 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=175.3 bbl/hr. WHP=286.9, FLP=178.9, BHP=2344.4 psi.",none
59,59.0,100.0,100.0,0.0,300.0,176.90096877921076,288.16035470672387,178.28302765321013,2344.4209158677145,175.03926794469308,290.2400286265073,179.95765578001377,2349.2340201795823,-123.09903122078924,14424.522365106643,6,0,"TRACKING CORRECTION: err=-123.1 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=176.9 bbl/hr. WHP=288.2, FLP=178.3, BHP=2344.4 psi.",none
60,60.0,100.0,100.0,0.0,300.0,177.27379234688618,288.50197748150674,177.7825382235918,2342.8178405368985,175.47681586206832,290.680716863635,179.3001624092622,2347.381873637439,-122.72620765311382,14335.132576847442,6,0,"TRACKING CORRECTION: err=-122.7 bbl/hr outside dead-band +/-3.0. All 6 candidates feasible; chose u=100.0% (move +0.0%) -> pred_Q=177.3 bbl/hr. WHP=288.5, FLP=177.8, BHP=2342.8 psi.",none
